stock_name,concentration,minimum_volume
stock_01,1.897624344915644,0.19498063512483435
stock_02,2.42476209571854,0.12372347808047525
stock_03,3.237606919078349,0.15752375527575838
stock_04,3.5856800580623425,0.2119542144567953
