stock_01,stock_02,stock_03,stock_04,intermediate_0,solvent,volume,sample_name,label
0.0,0.0,0.0,0.0,0.0,10.0,10.0,stock_01,stock
0.0,0.0,0.0,0.0,0.0,10.0,10.0,stock_02,stock
0.0,0.0,0.0,0.0,0.0,10.0,10.0,stock_03,stock
0.0,0.0,0.0,0.0,0.0,10.0,10.0,stock_04,stock
0.0,0.0,0.0,0.5642574484462833,0.0,0.43574255155371666,1.0,intermediate_0,intermediate
0.017287906031008646,0.04484984391975965,0.04847670865663497,0.01925959177672222,0.010867368114050306,0.1592585815018242,0.3,test_01,target
0.3457581206201729,0.13454953175927895,0.22622464039762988,0.30815346842755553,0.1738778898248049,0.011436348970557786,1.2,test_02,target
0.03457581206201729,0.029899895946506445,0.008079451442772495,0.0021399546418580254,0.00120748534600559,0.024097400560840157,0.1,test_03,target
